ai_index,ai_title,ai_abstract,ai_conference,ai_domain,ai_model,match_found,human_index,human_title,human_abstract,human_venue,human_overall_score,human_accepted,similarity_score,ai_processed_text,human_processed_text,generated_at
16,"""Causal Representation Learning via Intervention-aware Invariant Regularization""","Learning representations that capture causal relationships rather than superficial correlations is crucial for robust machine learning. We propose a novel framework combining causal discovery with deep representation learning through an intervention-aware invariant regularization objective. Our key insight is to leverage both observational and interventional data to identify stable causal features while suppressing spurious correlations. The method introduces a differentiable regularizer that measures representation stability across environments, enabling end-to-end training of causal-aware representations. Theoretical analysis demonstrates identifiability of causal factors under our regularization scheme. Experiments on image classification and genomics datasets show 25-40% improvement in out-of-distribution generalization compared to standard invariance approaches. Notably, the learned representations exhibit interpretable disentanglement of causal mechanisms. This work bridges causal inference and deep representation learning, providing a practical approach for building more reliable AI systems.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,6796,Unifying Causal Representation Learning with the Invariance Principle,"Causal representation learning (CRL) aims at recovering latent causal variables from high-dimensional observations to solve causal downstream tasks, such as predicting the effect of new interventions or more robust classification. 
  A plethora of methods have been developed, each tackling carefully crafted problem settings that lead to different types of identifiability. 
  These different settings are widely assumed to be important because they are often linked to different rungs of Pearl's causal hierarchy, even though this correspondence is not always exact.
    This work shows that instead of strictly conforming to this hierarchical mapping, *many causal representation learning approaches methodologically align their representations with inherent data symmetries.*
  Identification of causal variables is guided by invariance principles that are not necessarily causal. 
  This result allows us to unify many existing approaches in a single method that can mix and match different assumptions, including non-causal ones, based on the invariance relevant to the problem at hand. 
  It also significantly benefits applicability, which we demonstrate by improving treatment effect estimation on real-world high-dimensional ecological data. Overall, this paper clarifies the role of causal assumptions in the discovery of causal variables and shifts the focus to preserving data symmetries.",ICLR.cc/2025/Conference,7.0,True,0.8627,learning representations that capture causal relationships rather than superficial correlations crucial for robust machine learning combining causal discovery deep representation learning intervention aware invariant regularization objective the introduces differentiable regularizer that measures representation stability across environments enabling end end training causal aware representations experiments image classification and genomics datasets improvement out distribution generalization compared standard invariance approaches this bridges causal inference and deep representation learning providing practical for building more reliable systems,causal representation learning crl aims recovering latent causal variables from high dimensional observations solve causal downstream tasks such predicting the effect interventions more robust classification this shows that instead strictly conforming this hierarchical mapping many causal representation learning approaches methodologically align their representations inherent data symmetries,2025-08-26T00:59:30.191755
17,"""Dynamic Graph Representation Learning with Continuous-Time Attention""","Existing graph representation learning methods often overlook the continuous-time nature of real-world relational data. We present a continuous-time graph attention framework that learns dynamic node representations evolving smoothly over time. Our approach combines neural ordinary differential equations with attention mechanisms to model both structural and temporal dependencies simultaneously. The model employs a novel memory mechanism that dynamically adjusts attention weights based on temporal proximity, enabling efficient processing of long-term dependencies. Experiments on temporal link prediction and dynamic node classification tasks demonstrate 15-30% improvement over discrete-time baselines while maintaining computational efficiency. Theoretical analysis reveals our method's superior approximation properties for continuous-time dynamic systems. This work establishes new foundations for temporal graph representation learning with applications in social networks, financial systems, and biomolecular interactions.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,6234,DyGMamba: Efficiently Modeling Long-Term Temporal Dependency on Continuous-Time Dynamic Graphs with State Space Models,"Learning useful representations for continuous-time dynamic graphs (CTDGs) is challenging, due to the concurrent need to span long node interaction histories and grasp nuanced temporal details. In particular, two problems emerge: (1) Encoding longer histories requires more computational resources, making it crucial for CTDG models to maintain low computational complexity to ensure efficiency; (2) Meanwhile, more powerful models are needed to identify and select the most critical temporal information within the extended context provided by longer histories. To address these problems, we propose a CTDG representation learning model named DyGMamba, originating from the popular Mamba state space model (SSM). DyGMamba first leverages a node-level SSM to encode the sequence of historical node interactions. Another time-level SSM is then employed to exploit the temporal patterns hidden in the historical graph, where its output is used to dynamically select the critical information from the interaction history. We validate DyGMamba experimentally on the dynamic link prediction task. The results show that our model achieves state-of-the-art in most cases. DyGMamba also maintains high efficiency in terms of computational resources, making it possible to capture long temporal dependencies with a limited computation budget.",ICLR.cc/2025/Conference,4.0,False,0.8690,existing graph representation learning methods often overlook the continuous time nature real world relational data continuous time graph attention that learns dynamic node representations evolving smoothly over time our combines neural ordinary differential equations attention mechanisms both structural and temporal dependencies simultaneously the employs memory mechanism that dynamically adjusts attention weights temporal proximity enabling efficient processing long term dependencies experiments temporal link prediction and dynamic node classification tasks improvement over discrete time baselines while maintaining computational efficiency this establishes foundations for temporal graph representation learning applications social networks financial systems and biomolecular interactions,learning useful representations for continuous time dynamic graphs ctdgs challenging due the concurrent need span long node interaction histories and grasp nuanced temporal details address these problems ctdg representation learning named dygmamba originating from the popular mamba state space ssm dygmamba experimentally the dynamic link prediction task,2025-08-26T00:59:30.191759
18,"""Self-Supervised Representation Learning via Physical Symmetry Discovery""","Physical systems often exhibit underlying symmetries that are unknown a priori but crucial for generalization. We introduce a symmetry-discovery framework that learns representations respecting physical laws through self-supervised learning. The method automatically identifies relevant symmetries by analyzing gradient invariance patterns during training, without requiring domain knowledge. Our approach combines equivariant architectures with a novel symmetry identification loss that promotes sparse symmetry discovery. Experiments on physics-inspired tasks show the model discovers classical symmetry groups (e.g., Lorentz, Galilean) automatically while achieving 20-35% better prediction accuracy than supervised baselines. Theoretical guarantees ensure consistent symmetry identification under mild conditions. This work advances the integration of physics principles into machine learning through data-driven symmetry discovery, enabling more physically plausible AI systems.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,8735,Lie Algebra Canonicalization: Equivariant Neural Operators under arbitrary Lie Groups,"The quest for robust and generalizable machine learning models has driven recent interest in exploiting symmetries through equivariant neural networks. In the context of PDE solvers, recent works have shown that Lie point symmetries can be a useful inductive bias for Physics-Informed Neural Networks (PINNs) through data and loss augmentation. Despite this, directly enforcing equivariance within the model architecture for these problems remains elusive. This is because many PDEs admit non-compact symmetry groups, oftentimes not studied beyond their infinitesimal generators, making them incompatible with most existing equivariant architectures. In this work, we propose Lie aLgebrA Canonicalization (LieLAC), a novel approach that exploits only the action of infinitesimal generators of the symmetry group, circumventing the need for knowledge of the full group structure. To achieve this, we address existing theoretical issues in the canonicalization literature, establishing connections with frame averaging in the case of continuous non-compact groups. Operating within the framework of canonicalization, LieLAC can easily be integrated with unconstrained pre-trained models, transforming inputs to a canonical form before feeding them into the existing model, effectively aligning the input for model inference according to allowed symmetries. LieLAC utilizes standard Lie group descent schemes, achieving equivariance in pre-trained models. Finally, we showcase LieLAC's efficacy on tasks of invariant image classification and Lie point symmetry equivariant neural PDE solvers using pre-trained models.",ICLR.cc/2025/Conference,6.5,True,0.8511,symmetry discovery that learns representations respecting physical laws self supervised learning the automatically identifies relevant symmetries analyzing gradient invariance patterns during training requiring domain knowledge lorentz galilean automatically while achieving better prediction than supervised baselines this advances the integration physics principles into machine learning data driven symmetry discovery enabling more physically plausible systems,the quest for robust and generalizable machine learning models has driven recent interest exploiting symmetries equivariant neural networks the context pde solvers recent works have shown that lie point symmetries can useful inductive bias for physics informed neural networks pinns data and loss augmentation this lie algebra canonicalization lielac that exploits only the action infinitesimal generators the symmetry group circumventing the need for knowledge the full group structure finally showcase lielac efficacy tasks invariant image classification and lie point symmetry equivariant neural pde solvers pre trained models,2025-08-26T00:59:30.191766
19,"""Hyperbolic Contrastive Learning for Hierarchical Representations""",Contrastive learning in Euclidean space struggles to capture hierarchical relationships prevalent in real-world data. We propose a hyperbolic contrastive learning framework that leverages the exponential representational capacity of hyperbolic spaces for hierarchical representation learning. Our approach introduces a hyperbolic projection head and a novel curvilinear contrastive loss that respects hyperbolic geometry. Key innovations include hyperbolic batch normalization and momentum-based hyperbolic prototype updates. Experiments on hierarchical datasets demonstrate 30-50% improvement in downstream clustering quality compared to Euclidean contrastive learning. Theoretical analysis reveals improved generalization bounds through hyperbolic space properties. This work opens new directions for incorporating geometric priors into self-supervised learning.,ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,3887,Geometry-aware Distance Measure for Diverse Hierarchical Structures in Hyperbolic Spaces,"Learning in hyperbolic spaces has gained increasing attention due to the superior capability of modeling hierarchical structures. Existing hyperbolic learning methods use a fixed distance measure that assumes a uniform hierarchical structure across all data points. However, this assumption does not always hold in real-world scenarios, considering the diversity of the hierarchical structures of data. This work proposes to learn geometry aware distance measures that dynamically adjust to accommodate diverse hierarchical structures in hyperbolic spaces. We derive geometry aware distance measures by generating projections and curvatures for each pair of samples, which maps each pair to a suitable hyperbolic space. We introduce a revised low-rank decomposition scheme and a hard-pair mining mechanism to reduce the computational cost incurred by the pairwise generation without compromising accuracy. Moreover, we derive an upper bound of the low-rank approximation error via Talagrand concentration inequality to guarantee the effectiveness of our low-rank decomposition scheme. Theoretical analysis and experiments on standard image classification and few-shot learning tasks affirm the effectiveness of our method in refining hyperbolic learning through our geometry aware distance measures.",ICLR.cc/2025/Conference,4.75,nan,0.8826,contrastive learning euclidean space struggles capture hierarchical relationships prevalent real world data hyperbolic contrastive learning that leverages the exponential representational capacity hyperbolic spaces for hierarchical representation learning experiments hierarchical datasets improvement downstream clustering quality compared euclidean contrastive learning this opens directions for incorporating geometric priors into self supervised learning,learning hyperbolic spaces has gained increasing attention due the superior capability modeling hierarchical structures existing hyperbolic learning methods use fixed distance measure that assumes uniform hierarchical structure across all data points revised low rank decomposition scheme and hard pair mining mechanism reduce the computational cost incurred the pairwise generation compromising theoretical analysis and experiments standard image classification and few shot learning tasks affirm the effectiveness our refining hyperbolic learning our geometry aware distance measures,2025-08-26T00:59:30.191767
20,"""Disentangled Representation Learning via Causal Mechanism Sparsity""","Existing disentanglement methods often fail to recover truly causal factors due to reliance on statistical independence assumptions. We propose a causal mechanism sparsity framework that learns properly disentangled representations through sparse mechanism modeling. The approach combines structural causal models with a novel sparsity-inducing regularizer that promotes independent causal mechanisms. Theoretical analysis establishes identifiability guarantees under this sparsity prior. Experiments on image and medical datasets show our method identifies true generative factors with higher fidelity than existing approaches (20-35% better alignment scores). Notably, the learned representations enable novel causal interventions and transfer across domains. This work provides new foundations for causal-aware disentanglement with applications in interpretable AI.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,6965,Optimal Causal Representations and the Causal Information Bottleneck,"To effectively study complex causal systems, it is often useful to construct representations that simplify parts of the system by discarding irrelevant details while preserving key features.
The Information Bottleneck (IB) method is a widely used approach in representation learning that compresses random variables while retaining information about a target variable.
Traditional methods like IB are purely statistical and ignore underlying causal structures, making them ill-suited for causal tasks.
We propose the Causal Information Bottleneck (CIB), a causal extension of the IB, which compresses a set of chosen variables while maintaining causal control over a target variable.
This method produces representations which are causally interpretable, and which can be used when reasoning about interventions.
We present experimental results demonstrating that the learned representations accurately capture causality as intended.",ICLR.cc/2025/Conference,6.0,False,0.8286,notably the learned representations enable causal interventions and transfer across domains,the information bottleneck used representation learning that compresses random variables while retaining information about target variable this produces representations which are causally interpretable and which can used when reasoning about interventions,2025-08-26T00:59:30.191776
21,"""Neural Differential Topology for Representation Learning""","The topological structure of latent spaces profoundly impacts representation quality but remains underexplored. We introduce neural differential topology, a framework that explicitly controls topological properties of learned representations through differentiable topological computations. Our key innovation is a persistent homology-based regularizer that operates directly on high-dimensional representations, allowing precise control over topological features. Experiments on molecular property prediction and single-cell analysis demonstrate 15-25% improvement in low-data regimes by preserving biologically meaningful topology. Theoretical contributions include differential topology operators backpropagatable through neural networks. This work establishes topological structure as a first-class citizen in representation learning.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,642,Topological Blindspots: Understanding and Extending Topological Deep Learning Through the Lens of Expressivity,"Topological deep learning (TDL) is a rapidly growing field that seeks to leverage topological structure in data and facilitate learning from data supported on topological objects, ranging from molecules to 3D shapes. Most TDL architectures can be unified under the framework of higher-order message-passing (HOMP), which generalizes graph message-passing to higher-order domains. In the first part of the paper, we explore HOMP's expressive power from a topological perspective, demonstrating the framework's inability to capture fundamental topological and metric invariants such as diameter, orientability, planarity, and homology. In addition, we demonstrate HOMP's limitations in fully leveraging lifting and pooling methods on graphs. To the best of our knowledge, this is the first work to study the expressivity of TDL from a topological perspective. In the second part of the paper, we develop two new classes of architectures -- multi-cellular networks (MCN) and scalable MCN (SMCN) -- which draw inspiration from expressive GNNs. MCN can reach full expressivity, but scaling it to large data objects can be computationally expansive. Designed as a more scalable alternative, SMCN still mitigates many of HOMP's expressivity limitations. Finally, we design new benchmarks for evaluating models based on their ability to learn topological properties of complexes. We then evaluate SMCN on these benchmarks as well as on real-world graph datasets, demonstrating improvements over both HOMP baselines and expressive graph methods, highlighting the value of expressively leveraging topological information.",ICLR.cc/2025/Conference,8.0,True,0.8473,the topological structure latent spaces profoundly impacts representation quality but remains underexplored neural differential topology that explicitly controls topological properties learned representations differentiable topological computations experiments molecular property prediction and single cell analysis improvement low data regimes preserving biologically meaningful topology theoretical contributions include differential topology operators backpropagatable neural networks this establishes topological structure first class citizen representation learning,topological deep learning tdl rapidly growing field that seeks leverage topological structure data and facilitate learning from data supported topological objects ranging from molecules shapes,2025-08-26T00:59:30.191777
22,"""Temporal Abstraction in Reinforcement Learning via Symbolic Representation Learning""","Current RL agents struggle with temporal abstraction in long-horizon tasks due to flat representation spaces. We present a symbolic representation learning framework that automatically discovers temporally extended skills through differentiable symbolic program induction. The approach combines neural networks with symbolic program synthesis to learn interpretable temporal abstractions. Our key contribution is a temporal abstraction objective that jointly optimizes for policy optimality and program simplicity. Experiments on robotics and strategy games demonstrate our agent automatically discovers meaningful skills that transfer across tasks, achieving 2-3x faster learning in novel environments. Theoretical analysis connects representation quality to performance bounds in hierarchical RL. This work bridges deep learning and symbolic AI for temporal decision-making.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,6756,Discrete Latent Plans via Semantic Skill Abstractions,"Skill learning from language instructions is a critical challenge in developing intelligent agents that can generalize across diverse tasks and follow complex human instructions. Hierarchical methods address this by decomposing the learning problem into multiple levels, where the high-level and low-level policies are mediated through a latent plan space. Effective modeling and learning of this latent plan space are key to enabling robust and interpretable skill learning. In this paper, we introduce LADS, a hierarchical approach that learns language-conditioned discrete latent plans through semantic skill abstractions. Our method decouples the learning of the latent plan space from the language-conditioned high-level policy to improve training stability. First, we incorporate a trajectory encoder to learn a discrete latent space with the low-level policy, regularized by language instructions. Next, we model the high-level policy as a categorical distribution over these discrete latent plans to capture the multi-modality of the dataset. Through experiments in simulated control environments, we demonstrate that LADS outperforms state-of-the-art methods in both skill learning and compositional generalization.",ICLR.cc/2025/Conference,7.0,True,0.8308,current agents struggle temporal ion long horizon tasks due flat representation spaces symbolic representation learning that automatically discovers temporally extended skills differentiable symbolic program induction the combines neural networks symbolic program synthesis learn interpretable temporal ions experiments robotics and strategy games our agent automatically discovers meaningful skills that transfer across tasks achieving faster learning environments theoretical analysis connects representation quality bounds hierarchical this bridges deep learning and symbolic for temporal decision making,skill learning from language instructions critical challenge developing intelligent agents that can generalize across diverse tasks and follow complex human instructions hierarchical methods address this decomposing the learning problem into multiple levels where the high level and low level policies are mediated latent plan space effective modeling and learning this latent plan space are key enabling robust and interpretable skill learning this lads hierarchical that learns language conditioned discrete latent plans semantic skill ions our decouples the learning the latent plan space from the language conditioned high level policy improve training stability first incorporate trajectory encoder learn discrete latent space the low level policy regularized language instructions experiments simulated control environments that lads outperforms state the art methods both skill learning and compositional generalization,2025-08-26T00:59:30.191781
23,"""Information-Theoretic Representation Learning for Multi-Task Generalization""",Standard representation learning often fails to capture transferable features for diverse downstream tasks. We propose an information-theoretic framework that learns maximally transferable representations through simultaneous stochastic coding of multiple tasks. The approach introduces a novel variational upper bound on multi-task mutual information that enables efficient optimization. Our key innovation is a task-agnostic representation space that preserves only information relevant across tasks while suppressing task-specific details. Experiments on multi-domain benchmarks demonstrate 15-30% improvement in cross-task generalization compared to state-of-the-art meta-learning approaches. Theoretical analysis reveals connections to minimal sufficient statistics and information bottleneck principles. This work provides principled foundations for learning truly general-purpose representations.,ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,1510,PROVABLY EFFICIENT FEDERATED ACTIVE MULTI-TASK REPRESENTATION LEARNING,"Multi-task representation learning is an emerging machine learning paradigm that integrates data from multiple sources, harnessing task similarities to enhance overall model performance. The application of multi-task learning to real-world settings is hindered due to data scarcity, along with challenges related to scalability and computational resources. To address these challenges, we develop a fast and sample-efficient approach for multi-task active learning  with linear representation when the amount of data from source tasks and target tasks is limited.  By leveraging the techniques from active learning, we propose an adaptive sampling-based alternating projected gradient descent (GD) and minimization algorithm that iteratively estimates the relevance of each source task to the target task and samples from each source task based on the estimated relevance. We present the convergence guarantees and the sample and time complexities of our algorithm.  We evaluated the effectiveness of our algorithm using numerical experiments and compared it against four benchmark algorithms using synthetic and real MNIST-C datasets.",ICLR.cc/2025/Conference,5.666666666666667,False,0.8490,standard representation learning often fails capture transferable features for diverse downstream tasks the introduces variational upper bound multi task mutual information that enables efficient optimization our key innovation task agnostic representation space that preserves only information relevant across tasks while suppressing task specific details this provides principled foundations for learning truly general purpose representations,multi task representation learning emerging machine learning paradigm that integrates data from multiple sources harnessing task similarities enhance overall the application multi task learning real world settings hindered due data scarcity along challenges related scalability and computational resources address these challenges fast and sample efficient for multi task active learning linear representation when the amount data from source tasks and target tasks limited,2025-08-26T00:59:30.191787
24,"""Contrastive Learning with Non-Stationary Memory Banks""","Current contrastive learning methods often assume stationary data distributions, limiting their applicability to real-world non-stationary scenarios. We propose a framework that dynamically adjusts memory bank distributions to reflect changing data statistics. Our approach employs an online Bayesian mechanism to track distribution shifts, combined with an adaptive weighting scheme that balances old and new information. Theoretical analysis shows our method provides tighter generalization bounds under distribution drift compared to standard contrastive approaches. Experiments on streaming video and incremental learning benchmarks demonstrate 15-25% improvements in accuracy under non-stationary conditions. The adaptive memory mechanism also provides interpretable insights into distribution shifts occurring during training. This work bridges the gap between contrastive learning and non-stationary learning theory.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,10629,CLIP model is an Efficient Online Continual Learner,"Online continual learning addresses the challenge of learning from continuous, non-stationary data streams. Existing online continual learning frameworks are classification-based and assume a pre-defined number of classes. In this study, we propose that vision-language models (VLMs) are more suitable candidates for online continual learning. Compared to traditional classification-based frameworks, VLM such as CLIP model is not limited by the maximum number of classes or constrained by rigid model architectures, enabling it to generalize across both known and emerging classes. However, we find that naively tuning the CLIP for online continual learning results in asymmetric image-text matching. This asymmetric matching will consistently poses negative suppression on the previously learned classes, leading to catestrophic forgetting. To address this issue, we propose a simple yet effective method, the symmetric image-text (SIT) tuning strategy, which mitigates the adverse impact of negative samples by excluding asymmetric text during online learning. Additionally, we introduce a more challenging online continual learning setting with blurred boundary, namely MiD-Blurry, which mixes multiple data distributions to simulate real-world scenarios. We conduct extensive experiments on several continual learning benchmarks as well as the MiD-Blurry setting, evaluating both inference-at-any-time performance and generalization to future data. Our results demonstrate that the SIT strategy effectively preserves memory stability while maintaining learning plasticity.",ICLR.cc/2025/Conference,3.8,False,0.8331,current contrastive learning methods often assume stationary data distributions limiting their applicability real world non stationary scenarios experiments streaming video and incremental learning benchmarks improvements under non stationary conditions this bridges the gap between contrastive learning and non stationary learning theory,online continual learning addresses the challenge learning from continuous non stationary data streams existing online continual learning frameworks are classification based and assume pre defined number classes this that vision language models vlms are more suitable candidates for online continual learning however find that naively tuning the clip for online continual learning asymmetric image text matching address this issue simple yet effective the symmetric image text sit tuning strategy which mitigates the adverse impact negative samples excluding asymmetric text during online learning additionally more challenging online continual learning setting blurred boundary namely mid blurry which mixes multiple data distributions simulate real world scenarios conduct extensive experiments several continual learning benchmarks well the mid blurry setting evaluating both inference any time and generalization future data our that the sit strategy preserves memory stability while maintaining learning plasticity,2025-08-26T00:59:30.191790
25,"""Hyperbolic Word Embeddings with Poincaré Attention""","Standard word embeddings fail to capture hierarchical semantic relationships encoded in hyperbolic space. We introduce Poincaré attention networks that compute attention scores based on hyperbolic distances, preserving hierarchical structure throughout transformer architectures. Our key contribution is a novel hyperbolic attention layer that maintains gradients stable in the presence of large curvatures. Experiments on word similarity and sentence completion show our method improves hierarchical relationship modeling by 20-30% compared to Euclidean baselines, while maintaining competitive performance on standard NLP benchmarks. Theoretical analysis demonstrates our attention mechanism preserves universal approximation properties in hyperbolic space. This work enables transformers to better capture linguistic hierarchies without sacrificing performance on non-hierarchical tasks.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,199,HVT: A Comprehensive Vision Framework for Learning in Non-Euclidean Space,"Data representation in non-Euclidean spaces has proven effective for capturing hierarchical and complex relationships in real-world datasets. Hyperbolic spaces, in particular, provide efficient embeddings for hierarchical structures. This paper introduces the Hyperbolic Vision Transformer (HVT), a novel extension of the Vision Transformer (ViT) that integrates hyperbolic geometry. While traditional ViTs operate in Euclidean space, our method enhances the self-attention mechanism by leveraging hyperbolic distance and Möbius transformations. This enables more effective modeling of hierarchical and relational dependencies in image data. We present rigorous mathematical formulations, showing how hyperbolic geometry can be incorporated into attention layers, feed-forward networks, and optimization. We offer improved performance for image classification using the ImageNet dataset.",ICLR.cc/2025/Conference,3.4,nan,0.8393,standard word embeddings fail capture hierarchical semantic relationships encoded hyperbolic space poincaré attention networks that compute attention scores hyperbolic distances preserving hierarchical structure throughout transformer architectures our key hyperbolic attention layer that maintains gradients stable the presence large curvatures theoretical analysis demonstrates our attention mechanism preserves universal approximation properties hyperbolic space,data representation non euclidean spaces has proven effective for capturing hierarchical and complex relationships real world datasets this introduces the hyperbolic vision transformer hvt extension the vision transformer vit that integrates hyperbolic geometry rigorous mathematical formulations showing how hyperbolic geometry can incorporated into attention layers feed forward networks and optimization offer improved for image classification the imagenet,2025-08-26T00:59:30.191795
26,"""Dynamic Sparse Coding via Differentiable Topology""","Sparse coding traditionally struggles with dynamic data distributions due to fixed dictionaries. We present a dynamic sparse coding framework where the dictionary structure evolves according to differentiable topological optimization. Our method represents the dictionary as a learnable neural network with topology-aware regularization, allowing continuous adaptation to changing data manifolds. Theoretical guarantees ensure convergence in dynamic environments while maintaining reconstruction fidelity. Experiments on video sequences and sensor networks show 30% better reconstruction accuracy compared to static approaches, with interpretable topological evolution patterns. The differentiable topology approach opens new possibilities for adaptive signal processing architectures.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,642,Topological Blindspots: Understanding and Extending Topological Deep Learning Through the Lens of Expressivity,"Topological deep learning (TDL) is a rapidly growing field that seeks to leverage topological structure in data and facilitate learning from data supported on topological objects, ranging from molecules to 3D shapes. Most TDL architectures can be unified under the framework of higher-order message-passing (HOMP), which generalizes graph message-passing to higher-order domains. In the first part of the paper, we explore HOMP's expressive power from a topological perspective, demonstrating the framework's inability to capture fundamental topological and metric invariants such as diameter, orientability, planarity, and homology. In addition, we demonstrate HOMP's limitations in fully leveraging lifting and pooling methods on graphs. To the best of our knowledge, this is the first work to study the expressivity of TDL from a topological perspective. In the second part of the paper, we develop two new classes of architectures -- multi-cellular networks (MCN) and scalable MCN (SMCN) -- which draw inspiration from expressive GNNs. MCN can reach full expressivity, but scaling it to large data objects can be computationally expansive. Designed as a more scalable alternative, SMCN still mitigates many of HOMP's expressivity limitations. Finally, we design new benchmarks for evaluating models based on their ability to learn topological properties of complexes. We then evaluate SMCN on these benchmarks as well as on real-world graph datasets, demonstrating improvements over both HOMP baselines and expressive graph methods, highlighting the value of expressively leveraging topological information.",ICLR.cc/2025/Conference,8.0,True,0.8024,dynamic sparse coding where the dictionary structure evolves according differentiable topological optimization our represents the dictionary learnable neural network topology aware regularization allowing continuous adaptation changing data manifolds the differentiable topology opens possibilities for adaptive signal processing architectures,topological deep learning tdl rapidly growing field that seeks leverage topological structure data and facilitate learning from data supported topological objects ranging from molecules shapes,2025-08-26T00:59:30.191796
27,"""Causal Representation Transfer for Domain Generalization""","Domain generalization methods often fail to distinguish causal from non-causal features. We develop a causal representation transfer framework that identifies stable causal features through counterfactual data augmentation. Our approach combines causal discovery with adversarial feature alignment, enforcing invariance across both observed and synthesized counterfactual domains. Theoretical analysis proves identifiability of causal representations under our framework. Experiments on medical imaging and satellite data benchmarks demonstrate 25-40% improvement in unseen domain generalization compared to existing methods. Notably, our approach requires no additional domain labels during training. This work establishes causal representation learning as a principled foundation for domain generalization.",ICLR,representation learning,deepseek-ai/DeepSeek-V3-0324,True,5536,Multimodal Unsupervised Domain Generalization by Retrieving Across the Modality Gap,"Domain generalization (DG) is an important problem that learns a model which generalizes to unseen test domains leveraging one or more source domains, under the assumption of shared label spaces. However, most DG methods assume access to abundant source data in the target label space, a requirement that proves overly stringent for numerous real-world applications, where acquiring the same label space as the target task is prohibitively expensive. For this setting, we tackle the multimodal version of the unsupervised domain generalization (MUDG) problem, which uses a large task-agnostic unlabeled source dataset during finetuning. Our framework does not explicitly assume any relationship between the source dataset and target task. Instead, it relies only on the premise that the source dataset can be accurately and efficiently searched in a joint vision-language space. We make three contributions in the MUDG setting. Firstly, we show theoretically that cross-modal approximate nearest neighbor search suffers from low recall due to the large distance between text queries and the image centroids used for coarse quantization. Accordingly, we propose paired k-means, a simple clustering algorithm that improves nearest neighbor recall by storing centroids in query space instead of image space. Secondly, we propose an adaptive text augmentation scheme for target labels designed to improve zero-shot accuracy and diversify retrieved image data. Lastly, we present two simple but effective components to further improve downstream target accuracy. We compare against state-of-the-art name-only transfer, source-free DG and zero-shot (ZS) methods on their respective benchmarks and show consistent improvement in accuracy on 20 diverse datasets. Code is available: https://github.com/Chris210634/mudg",ICLR.cc/2025/Conference,7.0,True,0.8437,domain generalization methods often fail distinguish causal from non causal features causal representation transfer that identifies stable causal features counterfactual data augmentation our combines causal discovery adversarial feature alignment enforcing invariance across both observed and synthesized counterfactual domains experiments medical imaging and satellite data benchmarks improvement unseen domain generalization compared existing methods notably our requires additional domain labels during training this establishes causal representation learning principled foundation for domain generalization,domain generalization important problem that learns which generalizes unseen domains leveraging one more source domains under the assumption shared label spaces for this setting tackle the multimodal version the unsupervised domain generalization mudg problem which uses large task agnostic unlabeled source during finetuning accordingly paired means simple clustering that improves nearest neighbor storing centroids query space instead image space secondly adaptive text augmentation scheme for target labels designed improve zero shot and diversify retrieved image data against state the art name only transfer source free and zero shot methods their respective benchmarks and consistent improvement diverse datasets,2025-08-26T00:59:30.191803
