ai_index,ai_title,ai_abstract,ai_conference,ai_domain,ai_model,match_found,human_index,human_title,human_abstract,human_venue,human_overall_score,human_accepted,similarity_score,ai_processed_text,human_processed_text,generated_at
15,Compiler-Aware Neural Architecture Search for On-Device Edge Acceleration,"Deploying deep neural networks on edge devices requires models that are not only accurate but also highly efficient in terms of latency, energy, and memory. Traditional Neural Architecture Search (NAS) often optimizes for MACs or parameters, which may not directly translate to actual on-device performance due to complex interactions with compilers and hardware. We propose Compiler-Aware NAS (CANAS), a novel search framework that incorporates compiler-level feedback directly into the architecture search loop. CANAS uses a lightweight, differentiable proxy for compiler performance estimation, which considers factors like memory access patterns, kernel fusion, and instruction-level parallelism. This allows the NAS algorithm to explore architectures that are truly optimized for a specific compiler and target hardware (e.g., ARM Cortex-M, NVIDIA Jetson). Experiments on various edge AI benchmarks demonstrate that CANAS discovers architectures that achieve significantly higher inference speeds and lower energy consumption on target hardware, compared to models optimized by FLOPs or general-purpose NAS, without compromising accuracy.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,3818,BAP: BRANCH-AWARE PARALLEL EXECUTION FOR FASTER DNN INFERENCE ON MOBILE CPUS,"The growing demand for real-time applications on edge devices underscores the need for faster inference of complex deep neural network (DNN) models. Although mobile devices increasingly incorporate specialized processors like GPUs and TPUs, modern DNN models such as Whisper and Vision Transformers often involve dynamic control flows and tensor operations that are incompatible and unsupported on current frameworks with these mobile accelerators. CPU presents the most viable option to improve inference latency on mobile devices due to their widespread availability, substantial memory caches, and ability to support all types of tensor operations. However, existing CPU optimization techniques focus on sequential execution, overlooking potential parallelization within Automatic Speech Recognition (ASR) and transformer-based models, leading to inefficiencies. This work introduces a novel runtime model analysis pipeline that extracts layer and branch structures from DNN model graphs to identify parallelizable branches. We propose BAP, a branch-aware memory allocation strategy that isolates memory arenas for parallel branches, reducing contention and optimizing memory reuse within each branch. Additionally, we leverage CPU multithreading to execute these branches concurrently, optimizing thread management and memory access to minimize overhead. Evaluated on ASR models and transformer-based models, our approach reduces inference latency by up to 38.5%, decreases memory allocation requirements by up to 15.6x and saves up to 20.2% energy cost compared to the TFLite naive memory allocation.",ICLR.cc/2025/Conference,5.25,nan,0.8489,deploying deep neural networks edge devices requires models that are not only accurate but also highly efficient terms latency energy and memory traditional neural search nas often optimizes for macs parameters which may not directly translate actual device due complex interactions compilers and hardware,the growing demand for real time applications edge devices underscores the need for faster inference complex deep neural network dnn models although mobile devices increasingly incorporate specialized processors like gpus and tpus modern dnn models such whisper and vision transformers often involve dynamic control flows and tensor operations that are incompatible and unsupported current frameworks these mobile accelerators however existing cpu optimization techniques focus sequential execution overlooking potential parallelization within automatic speech recognition asr and transformer based models leading inefficiencies,2025-08-26T02:23:21.430716
16,Gradient-Free Global Optimization for Robust Adversarial Training,"Adversarial training is a primary defense against adversarial attacks, but it often involves complex, non-convex optimization problems due to the min-max nature of the objective. Gradient-based adversarial training can get stuck in local optima, leading to sub-optimal robust accuracy. We propose a novel Gradient-Free Global Optimization (GFGO) approach for robust adversarial training. GFGO leverages a population-based evolutionary strategy (e.g., Covariance Matrix Adaptation Evolution Strategy, CMA-ES) to explore the parameter space of the inner maximization problem (finding adversarial examples) and the outer minimization problem (training the model). This gradient-free approach is less susceptible to local optima and can discover stronger adversarial examples and more robust model parameters. Our method consistently achieves state-of-the-art robust accuracy on CIFAR-10 and ImageNet against various attack types (e.g., PGD, AutoAttack), demonstrating that global optimization can significantly enhance the robustness of deep learning models where gradient-based methods falter.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,3952,Rethinking Invariance Regularization in Adversarial Training to Improve Robustness-Accuracy Trade-off,"Adversarial training often suffers from a robustness-accuracy trade-off, where achieving high robustness comes at the cost of accuracy.
One approach to mitigate this trade-off is leveraging invariance regularization, which encourages model invariance under adversarial perturbations; however, it still leads to accuracy loss.
In this work, we closely analyze the challenges of using invariance regularization in adversarial training and understand how to address them.
Our analysis identifies two key issues: (1) a ""gradient conflict"" between invariance and classification objectives, leading to suboptimal convergence, and (2) the mixture distribution problem arising from diverged distributions between clean and adversarial inputs.
To address these issues, we propose Asymmetric Representation-regularized Adversarial Training (ARAT), which incorporates asymmetric invariance loss with stop-gradient operation and a predictor to avoid gradient conflict, and a split-BatchNorm (BN) structure to resolve the mixture distribution problem.
Our detailed analysis demonstrates that each component effectively addresses the identified issues, offering novel insights into adversarial defense.
ARAT shows superiority over existing methods across various settings. Finally, we discuss the implications of our findings to knowledge distillation-based defenses, providing a new perspective on their relative successes.",ICLR.cc/2025/Conference,7.0,True,0.8413,adversarial training primary defense against adversarial attacks but often involves complex non convex optimization problems due the min max nature the objective gradient free global optimization gfgo for robust adversarial training covariance matrix adaptation evolution strategy cma the parameter space the inner maximization problem adversarial examples and the outer minimization problem training the pgd autoattack demonstrating that global optimization can enhance the robustness deep learning models where gradient based methods falter,adversarial training often suffers from robustness accuracy trade off where achieving high robustness comes the cost our analysis identifies two key issues gradient conflict between invariance and classification objectives leading suboptimal convergence and the mixture distribution problem arising from diverged distributions between clean and adversarial inputs finally discuss the implications our knowledge distillation based defenses providing perspective their relative successes,2025-08-26T02:23:21.430724
17,Uncertainty-Aware Active Learning for Few-Shot Image Classification,"Few-shot image classification is challenging due to the scarcity of labeled data, and existing methods often struggle to generalize robustly. Active learning (AL) offers a promising avenue to mitigate this by strategically selecting informative samples for labeling, but its effectiveness in extreme few-shot scenarios is limited by unreliable uncertainty estimates and the cold-start problem. We propose Uncertainty-Aware Active Learning (UAAL), a novel framework specifically designed for few-shot settings. UAAL combines a meta-learning approach to rapidly adapt to new tasks with a sophisticated uncertainty quantification module based on a hybrid Bayesian-nonparametric approach, even with minimal initial labels. Our method then employs a diversity-promoting sampling strategy that selects samples based on both their predictive uncertainty and their representativeness within the feature space, ensuring both informativeness and coverage. Experiments on few-shot benchmarks (e.g., MiniImageNet, TieredImageNet) show UAAL significantly outperforms state-of-the-art active learning and few-shot learning methods, demonstrating superior classification performance with fewer labeled examples.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,7376,Automatic Combination of Sample Selection Strategies for Few-Shot Learning,"In few-shot learning, such as meta-learning, few-shot fine-tuning or in-context learning, the selection of samples has a significant impact on the performance of the trained model. Although many sample selection strategies are employed and evaluated in typical supervised settings, their impact on the performance of few-shot learning is largely unknown. In this paper, we investigate the impact of 20 sample selection strategies on the performance of 5 representative few-shot learning approaches over 8 image and 6 text datasets. We propose a new method for Automatic Combination of SamplE Selection Strategies (ACSESS), to leverage the strengths and complementarity of the individual strategies in order to select more impactful samples. The experimental results show that our method consistently outperforms all individual selection strategies. We also show that the majority of existing strategies strongly depend on modality, dataset characteristics and few-shot learning approach, while improving performance especially on imbalanced and noisy datasets. Lastly, we show that sample selection strategies work well even on smaller datasets and provide larger benefit when selecting a lower number of shots, while frequently regressing to random selection with higher numbers of shots.",ICLR.cc/2025/Conference,5.4,False,0.8540,few shot image classification challenging due the scarcity labeled data and existing methods often struggle generalize robustly active learning offers promising avenue mitigate this strategically selecting informative samples for labeling but its effectiveness extreme few shot scenarios limited unreliable uncertainty estimates and the cold start problem uncertainty aware active learning uaal designed for few shot settings our then employs diversity promoting sampling strategy that selects samples both their predictive uncertainty and their representativeness within the feature space ensuring both informativeness and coverage experiments few shot benchmarks miniimagenet tieredimagenet uaal outperforms state the art active learning and few shot learning methods demonstrating superior classification fewer labeled examples,few shot learning such meta learning few shot fine tuning context learning the selection samples has significant impact the the trained although many sample selection strategies are employed and evaluated typical supervised settings their impact the few shot learning largely unknown this the impact sample selection strategies the representative few shot learning approaches over image and text datasets also that the majority existing strategies strongly depend modality characteristics and few shot learning while improving imbalanced and noisy datasets,2025-08-26T02:23:21.430731
18,Stable and Efficient Training of Deep Neural SDEs via Variance Regularization,"Deep Neural Stochastic Differential Equations (SDEs) offer a powerful framework for modeling complex temporal dynamics and capturing inherent stochasticity, but their training is notoriously challenging due to numerical instability and high computational cost. Existing methods often rely on specialized solvers or approximations that compromise accuracy or stability. We propose a novel approach for Stable and Efficient Training of Deep Neural SDEs (SETSDE) that leverages a variance regularization technique. SETSDE introduces a differentiable regularization term derived from the Fenchel duality, which directly constrains the variance of the SDE's trajectories during training, promoting numerical stability without sacrificing expressivity. This allows for the use of more efficient SDE solvers and significantly reduces training time. Experiments on various sequential data modeling tasks (e.g., time-series forecasting, latent dynamics learning) demonstrate that SETSDE achieves state-of-the-art performance with improved stability and substantially faster convergence compared to existing neural SDE training techniques, opening up new possibilities for modeling stochastic processes.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,3102,Efficient Training of Neural Stochastic Differential Equations by Matching Finite Dimensional Distributions,"Neural Stochastic Differential Equations (Neural SDEs) have emerged as powerful mesh-free generative models for continuous stochastic processes, with critical applications in fields such as finance, physics, and biology. Previous state-of-the-art methods have relied on adversarial training, such as GANs, or on minimizing distance measures between processes using signature kernels. However, GANs suffer from issues like instability, mode collapse, and the need for specialized training techniques, while signature kernel-based methods require solving linear PDEs and backpropagating gradients through the solver, whose computational complexity scales quadratically with the discretization steps. In this paper, we identify a novel class of strictly proper scoring rules for comparing continuous Markov processes. This theoretical finding naturally leads to a novel approach called Finite Dimensional Matching (FDM) for training Neural SDEs. Our method leverages the Markov property of SDEs to provide a computationally efficient training objective. This scoring rule allows us to bypass the computational overhead associated with signature kernels and reduces the training complexity from $O(D^2)$ to $O(D)$ per epoch, where $D$ represents the number of discretization steps of the process. We demonstrate that FDM achieves superior performance, consistently outperforming existing methods in terms of both computational efficiency and generative quality.",ICLR.cc/2025/Conference,6.0,True,0.8768,deep neural stochastic differential equations sdes offer powerful for modeling complex temporal dynamics and capturing inherent stochasticity but their training notoriously challenging due numerical instability and high computational cost for stable and efficient training deep neural sdes setsde that leverages variance regularization time series forecasting latent dynamics learning that setsde achieves state the art improved stability and faster convergence compared existing neural sde training techniques opening possibilities for modeling stochastic processes,neural stochastic differential equations neural sdes have emerged powerful mesh free generative models for continuous stochastic processes critical applications fields such finance physics and biology this theoretical naturally leads called finite dimensional matching fdm for training neural sdes,2025-08-26T02:23:21.430738
19,Self-Paced Curriculum Generation for Robust Self-Supervised Pre-training,"Self-supervised learning (SSL) has revolutionized representation learning, but its performance can be highly sensitive to the design of pretext tasks and the quality of augmentations. Manually designing effective curricula for SSL is challenging and often leads to suboptimal results, especially for complex real-world datasets. We propose Self-Paced Curriculum Generation (SPCG), a novel framework that automatically generates an optimal learning curriculum for SSL pre-training. SPCG continuously monitors the model's learning progress and adaptively adjusts the difficulty of generated pretext tasks and data augmentations. It dynamically identifies ""easy"" and ""hard"" samples and tasks, gradually exposing the model to more complex patterns as its confidence grows. This self-paced approach ensures efficient learning and avoids local optima. Experiments on various vision benchmarks (e.g., ImageNet, CIFAR) demonstrate that SPCG consistently improves the robustness and transferability of representations learned via leading SSL methods (e.g., SimCLR, BYOL), reducing the need for manual hyperparameter tuning and leading to more effective pre-training.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,3556,Adversarial Robustness of  Self-Supervised Learning in Vision,"Self-supervised learning (SSL) has advanced significantly in visual representation learning, yet large-scale evaluations of its adversarial robustness remain limited. In this study, we evaluate the adversarial robustness of seven SSL models and one supervised model across a range of tasks, including ImageNet classification, transfer learning, segmentation, and detection. Our findings demonstrate that SSL models generally exhibit superior robustness to adversarial attacks compared to their supervised counterpart on ImageNet, with this advantage extending to transfer learning in classification tasks. However, this robustness is less pronounced in segmentation and detection tasks. We also explore the role of architectural choices in model robustness, observing that their impact varies depending on the SSL objective. Finally, we assess the effect of extended training durations on adversarial robustness, finding that longer training may offer slight improvements without compromising robustness. Our analysis highlights promising directions for enhancing the adversarial robustness of visual self-supervised representation systems in complex environments.",ICLR.cc/2025/Conference,4.333333333333333,nan,0.8826,self supervised learning ssl has revolutionized representation learning but its can highly sensitive the pretext tasks and the quality augmentations self paced curriculum generation spcg that automatically generates optimal learning curriculum for ssl pre training spcg continuously monitors the model learning progress and adaptively adjusts the difficulty generated pretext tasks and data augmentations this self paced ensures efficient learning and avoids local optima experiments various vision benchmarks imagenet cifar that spcg consistently improves the robustness and transferability representations learned leading ssl methods,self supervised learning ssl has advanced visual representation learning yet large scale evaluations its adversarial robustness remain limited this the adversarial robustness seven ssl models and one supervised across range tasks including imagenet classification transfer learning segmentation and detection our that ssl models exhibit superior robustness adversarial attacks compared their supervised counterpart imagenet this advantage extending transfer learning classification tasks however this robustness less pronounced segmentation and detection tasks finally assess the effect extended training durations adversarial robustness that longer training may offer slight improvements compromising robustness our analysis highlights promising directions for enhancing the adversarial robustness visual self supervised representation systems complex environments,2025-08-26T02:23:21.430746
20,Cross-Modal Disentanglement for Robust Multimodal Representation Fusion,"Multimodal learning aims to integrate information from diverse sources (e.g., vision, audio, text) for holistic understanding. However, fusing these modalities effectively is challenging due to inherent heterogeneity, noise, and the presence of shared and private information. Existing methods often struggle with robust fusion in the presence of missing modalities or noise. We propose Cross-Modal Disentanglement (CMD), a novel framework that learns robust multimodal representations by explicitly disentangling shared and modality-specific latent factors. CMD employs a variational autoencoder-like architecture coupled with adversarial training to ensure that shared latent factors are truly invariant across modalities, while private factors capture unique modality characteristics. This disentanglement enables more robust fusion, allowing the model to effectively combine information even when one modality is noisy or absent. Experiments on multimodal tasks (e.g., sentiment analysis, emotion recognition) demonstrate CMD achieves superior performance and robustness under partial modality input compared to state-of-the-art fusion techniques, offering a robust approach to multimodal understanding.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,8993,Unimodal-driven Distillation in Multimodal Emotion Recognition with Dynamic Fusion,"Multimodal Emotion Recognition in Conversations (MERC) seeks to identify emotional states across multiple modalities, including text, audio, and video. This field of study is pivotal for advancing machine intelligence, with significant implications for applications such as intelligent dialogue systems and public opinion analysis. Most existing approaches primarily employ full-sequence interaction and distillation techniques, aiming to construct a comprehensive global contextual understanding while simultaneously enhancing the interaction among heterogeneous modalities. However, the presence of repetitive and redundant information, coupled with gradient conflicts arising from modal heterogeneity, can significantly impede the effectiveness of multimodal learning and long-range relationship modeling. In this work, we propose an innovative heterogeneous multimodal integration method called SUMMER, grounded in attention mechanism and knowledge distillation techniques, which facilitates dynamic interactive fusion of multimodal representations. Specifically, the Sparse Dynamic Mixture of Experts strategy is proposed to dynamically adjust the relevance of the temporal information to construct local to global token-wise interactions. Then a Global Mixture of Experts is employed to enhance the model's overall contextual understanding across modalities. Notably, we introduce retrograde distillation that utilizes a pre-trained unimodal teacher model to guide the learning of multimodal student model, intervening and supervising multimodal fusion within both the latent and logit spaces. Experiments on the IEMOCAP and MELD datasets demonstrate that our SUMMER framework consistently outperforms existing state-of-the-art methods, with particularly significant improvements in recognizing minority and semantically similar emotions in MERC tasks.",ICLR.cc/2025/Conference,3.8,nan,0.9009,multimodal learning aims integrate information from diverse sources sentiment analysis emotion recognition cmd achieves superior and robustness under partial modality input compared state the art fusion techniques offering robust multimodal understanding,multimodal emotion recognition conversations merc seeks identify emotional states across multiple modalities including text audio and video this field pivotal for advancing machine intelligence significant implications for applications such intelligent dialogue systems and public opinion analysis however the presence repetitive and redundant information coupled gradient conflicts arising from modal heterogeneity can impede the effectiveness multimodal learning and long range relationship modeling this innovative heterogeneous multimodal integration called summer grounded attention mechanism and knowledge distillation techniques which facilitates dynamic interactive fusion multimodal representations notably retrograde distillation that utilizes pre trained unimodal teacher guide the learning multimodal student intervening and supervising multimodal fusion within both the latent and logit spaces,2025-08-26T02:23:21.430753
21,Parameter-Efficient Fine-Tuning with Adaptive Latent Projections for Foundation Models,"Fine-tuning large pre-trained foundation models for downstream tasks is computationally expensive and memory-intensive, as it typically requires updating billions of parameters. Parameter-Efficient Fine-Tuning (PEFT) methods reduce this cost, but often rely on fixed low-rank adaptations that may not capture the full expressivity needed for diverse tasks. We propose Adaptive Latent Projections (ALP), a novel PEFT method that learns task-specific adaptations more flexibly and efficiently. ALP introduces a small set of trainable, adaptive projection matrices that transform the model's latent activations, rather than directly modifying weights. These projections are learned in a low-dimensional ""latent space"" and dynamically adjusted based on the input, allowing for more nuanced and context-aware adaptations. Our method dramatically reduces the number of trainable parameters while maintaining competitive performance compared to full fine-tuning. Experiments across various NLP (e.g., GLUE, SuperGLUE) and vision tasks (e.g., Few-Shot ImageNet) show ALP outperforms existing PEFT methods in terms of efficiency and often matches full fine-tuning performance, enabling broader application of foundation models.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,4233,PointSeg: A Training-Free Paradigm for 3D Scene Segmentation via Foundation Models,"Recent success of vision foundation models have shown promising performance for the 2D perception tasks. However, it is difficult to train a 3D foundation network directly due to the limited dataset and it remains under explored whether existing foundation models can be lifted to 3D space seamlessly. In this paper, we present PointSeg, a novel training-free paradigm that leverages off-the-shelf vision foundation models to address 3D scene perception tasks. PointSeg can segment anything in 3D scene by acquiring accurate 3D prompts to align their corresponding pixels across frames. Concretely, we design a two-branch prompts learning structure to construct the 3D point-box prompts pairs, combining with the bidirectional matching strategy for accurate point and proposal prompts generation. Then, we perform the iterative post-refinement adaptively when cooperated with different vision foundation models. Moreover, we design a affinity-aware merging algorithm to improve the final ensemble masks. PointSeg demonstrates impressive segmentation performance across various datasets, all without training. Specifically, our approach significantly surpasses the state-of-the-art specialist training-free model by 16.3$\%$, 14.9$\%$, and 15$\%$ mAP on ScanNet, ScanNet++, and KITTI-360 datasets, respectively. On top of that, PointSeg can incorporate with various foundation models and even surpasses the specialist training-based methods by 5.6$\%$-8$\%$ mAP across various datasets, serving as an effective generalist model.",ICLR.cc/2025/Conference,5.25,nan,0.8163,glue superglue and vision tasks few shot imagenet alp outperforms existing peft methods terms efficiency and often matches full fine tuning enabling broader application foundation models,recent success vision foundation models have shown promising for the perception tasks however difficult train foundation network directly due the limited and remains under explored whether existing foundation models can lifted space seamlessly this pointseg training free paradigm that leverages off the shelf vision foundation models address scene perception tasks concretely two branch prompts learning structure construct the point box prompts pairs combining the bidirectional matching strategy for accurate point and proposal prompts generation then perform the iterative post refinement adaptively when cooperated different vision foundation models pointseg demonstrates impressive segmentation across various datasets all training,2025-08-26T02:23:21.430760
22,Scalable Natural Gradient Approximation for Large-Scale Deep Learning Optimization,"Second-order optimization methods, particularly natural gradient descent, promise faster convergence and better generalization in deep learning by accounting for the geometry of the parameter space. However, their application to large-scale neural networks is typically infeasible due to the prohibitive cost of computing and inverting the Fisher information matrix. We propose Scalable Natural Gradient Approximation (SNGA), a novel method that combines low-rank approximations with a block-diagonal structure to efficiently estimate the inverse Fisher matrix. SNGA leverages the architectural properties of deep networks (e.g., layer-wise independence, parameter grouping) to break down the computation into manageable blocks, and employs an iterative, memory-efficient procedure for its inverse. Our approach provides a significantly more accurate approximation than first-order methods and scales to models with millions of parameters. Experiments on large-scale image classification (ImageNet) and language modeling tasks demonstrate SNGA achieves faster convergence and better generalization compared to Adam and other adaptive optimizers, bringing the power of natural gradients to modern deep learning.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,8080,AdaFisher: Adaptive Second Order Optimization via Fisher Information,"First-order optimization methods are currently the mainstream in training deep neural networks (DNNs). Optimizers like Adam incorporate limited curvature information by employing the diagonal matrix preconditioning of the stochastic gradient during the training. Despite their widespread, second-order optimization algorithms exhibit superior convergence properties compared to their first-order counterparts e.g. Adam and SGD. However, their practicality in training DNNs is still limited due to increased per-iteration computations compared to the first-order methods. We present *AdaFisher*--an adaptive second-order optimizer that leverages a *diagonal block-Kronecker* approximation of the Fisher information matrix for adaptive gradient preconditioning. AdaFisher aims to bridge the gap between enhanced *convergence/generalization* capabilities and computational efficiency in second-order optimization framework for training DNNs. Despite the slow pace of second-order optimizers, we showcase that AdaFisher can be reliably adopted for image classification, language modeling and stands out for its stability and robustness in hyper-parameter tuning. We demonstrate that AdaFisher **outperforms the SOTA optimizers** in terms of both accuracy and convergence speed. Code is available from https://github.com/AtlasAnalyticsLab/AdaFisher.",ICLR.cc/2025/Conference,6.25,True,0.8559,second order optimization methods natural gradient descent promise faster convergence and better generalization deep learning accounting for the geometry the parameter space however their application large scale neural networks infeasible due the prohibitive cost computing and inverting the fisher information matrix snga leverages the architectural properties deep networks experiments large scale image classification imagenet and language modeling tasks snga achieves faster convergence and better generalization compared adam and other adaptive optimizers bringing the power natural gradients modern deep learning,first order optimization methods are currently the mainstream training deep neural networks dnns despite their widespread second order optimization algorithms exhibit superior convergence properties compared their first order counterparts adafisher aims bridge the gap between enhanced convergence generalization capabilities and computational efficiency second order optimization for training dnns despite the slow pace second order optimizers showcase that adafisher can reliably adopted for image classification language modeling and stands out for its stability and robustness hyper parameter tuning,2025-08-26T02:23:21.430768
23,Policy-Guided Synthetic Data Generation for Robust Domain Generalization,"Domain generalization (DG) aims to train models that perform well on unseen target domains, a critical challenge for real-world robustness. Data augmentation and synthetic data generation are promising strategies, but often struggle to capture the complex variations necessary for true domain transfer. We propose Policy-Guided Synthetic Data Generation (PGSG), a novel framework that learns an optimal data generation policy to synthesize diverse, domain-agnostic training samples. PGSG employs a reinforcement learning agent that interacts with a generative model (e.g., GAN, diffusion model) to iteratively refine the synthesis process. The agent receives rewards based on the generalization performance of a downstream classifier trained on the synthetic data, effectively learning to generate samples that bridge domain gaps. Experiments on standard DG benchmarks (e.g., PACS, Office-Home) demonstrate that PGSG significantly outperforms existing data augmentation and synthetic generation techniques, achieving superior generalization to unseen target domains, showcasing a new paradigm for enhancing model robustness through intelligent data synthesis.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,3898,Mousterian: exploring the equivalence of generative and real data augmentation in classification,"In this paper, we address a key question in machine learning: **How effectively can generative data augmentation enhance image classification?** We begin by examining the differences and similarities between real and synthetic data generated by advanced text-to-image models. Through comprehensive experiments, we provide systematic insights into leveraging synthetic data for improved classification performance. Our findings show that: 1). Generative data augmentation by models trained solely on the internal (available training) set can effectively improve classification performance, validating the long-held hypothesis that synthesis enhances analysis by enriching modeling capability.
2). For generative data augmentation by models trained on both internal and external data (e.g. large-scale image-text pairs) separately, the size of equivalent synthetic dataset augmentation can be determined empirically. In addition to being aligned with a common intuition that real data augmentation is always preferred, our empirical formulation also provides a guideline for quantitatively estimating how much larger the size of generative dataset augmentation is, over the real data augmentation, to achieve comparable improvements. Our CIFAR-10 and ImageNet results also demonstrate its impact w.r.t. the size of the baseline training set and the quality of generative models.",ICLR.cc/2025/Conference,3.8333333333333335,nan,0.8520,domain generalization aims train models that perform well unseen target domains critical challenge for real world robustness data augmentation and synthetic data generation are promising strategies but often struggle capture the complex variations necessary for true domain transfer policy guided synthetic data generation pgsg that learns optimal data generation policy synthesize diverse domain agnostic training samples pgsg employs reinforcement learning agent that interacts generative the agent receives rewards the generalization downstream classifier trained the synthetic data learning generate samples that bridge domain gaps pacs office home that pgsg outperforms existing data augmentation and synthetic generation techniques achieving superior generalization unseen target domains showcasing paradigm for enhancing robustness intelligent data synthesis,this address key question machine learning how can generative data augmentation enhance image classification comprehensive experiments provide systematic insights into leveraging synthetic data for improved classification generative data augmentation models trained solely the internal available training set can improve classification validating the long held hypothesis that synthesis enhances analysis enriching modeling capability,2025-08-26T02:23:21.430771
24,Private Knowledge Distillation with Adaptive Noise Scheduling for Federated Learning,"Federated Learning (FL) often faces a privacy-utility trade-off, where differential privacy (DP) guarantees can significantly degrade model performance. Knowledge distillation (KD) offers a way to transfer knowledge from a larger, private model to a smaller, public one, but integrating DP-KD effectively into the FL paradigm while maintaining utility is challenging. We propose Private Knowledge Distillation with Adaptive Noise Scheduling (PKD-ANS), a novel approach that enhances privacy-preserving FL without sacrificing accuracy. PKD-ANS leverages a student-teacher framework where the teacher model's outputs (logits) are privatized using adaptive noise scheduling based on the historical training loss and the student's learning progress. This dynamic noise allocation ensures higher utility during critical learning phases and stronger privacy when gradients are stable. Our method supports private aggregation of gradients and private distillation. Experiments on various FL benchmarks (e.g., CIFAR-10, EMNIST) demonstrate that PKD-ANS achieves strong DP guarantees with significantly higher accuracy compared to traditional DP-FL and fixed-noise DP-KD methods, offering a practical solution for privacy-preserving collaborative AI.",ICLR,deep learning,gemini-2.5-flash-preview-05-20,True,671,Differentially Private Federated Learning with Time-Adaptive Privacy Spending,"Federated learning (FL) with differential privacy (DP) provides a framework for collaborative machine learning, enabling clients to train a shared model while adhering to strict privacy constraints. The framework allows each client to have an individual privacy guarantee, e.g., by adding different amounts of noise to each client's model updates. One underlying assumption is that all clients spend their privacy budgets uniformly over time (learning rounds). However, it has been shown in the literature that learning in early rounds typically focuses on more coarse-grained features that can be learned at lower signal-to-noise ratios while later rounds learn fine-grained features that benefit from higher signal-to-noise ratios. Building on this intuition, we propose a time-adaptive DP-FL framework that expends the privacy budget non-uniformly across both time and clients. Our framework enables each client to save privacy budget in early rounds so as to be able to spend more in later rounds when additional accuracy is beneficial in learning more fine-grained features. We theoretically prove utility improvements in the case that clients with stricter privacy budgets spend budgets unevenly across rounds, compared to clients with more relaxed budgets, who have sufficient budgets to distribute their spend more evenly. Our practical experiments on standard benchmark datasets support our theoretical results and show that, in practice, our algorithms improve the privacy-utility trade-offs compared to baseline schemes.",ICLR.cc/2025/Conference,7.0,True,0.8796,federated learning often faces privacy utility trade off where differential privacy guarantees can degrade knowledge distillation offers way transfer knowledge from larger private smaller public one but integrating into the paradigm while maintaining utility challenging private knowledge distillation adaptive noise scheduling pkd ans that enhances privacy preserving sacrificing pkd ans leverages student teacher where the teacher model outputs logits are privatized adaptive noise scheduling the historical training loss and the student learning progress this dynamic noise allocation ensures higher utility during critical learning phases and stronger privacy when gradients are stable,federated learning differential privacy provides for collaborative machine learning enabling clients train shared while adhering strict privacy constraints however has been shown the literature that learning early rounds focuses more coarse grained features that can learned lower signal noise ratios while later rounds learn fine grained features that benefit from higher signal noise ratios our enables each client save privacy budget early rounds able spend more later rounds when additional beneficial learning more fine grained features,2025-08-26T02:23:21.430783
