ai_index,ai_title,ai_abstract,ai_conference,ai_domain,ai_model,match_found,human_index,human_title,human_abstract,human_venue,human_overall_score,human_accepted,similarity_score,ai_processed_text,human_processed_text,generated_at
18,Parameter-Efficient Fine-Tuning with Learned Intrinsic Subspaces,"As pre-trained models grow larger, fine-tuning all parameters for downstream tasks becomes computationally prohibitive. Parameter-efficient fine-tuning (PEFT) methods like LoRA adapt models by training a small number of extra parameters. We propose Learning Intrinsic Subspaces (LISA), a new PEFT method that operates without adding any new parameters. LISA is based on the hypothesis that adaptation can occur within a low-dimensional subspace of the full parameter space. During fine-tuning, LISA freezes the pre-trained weights and instead learns a low-rank projection matrix that defines a task-specific subspace. Only the coordinates of the model's parameters within this small, learned subspace are updated via gradient descent. This is more efficient than LoRA as it does not require modifying the forward pass with extra weights. Our contributions are: (1) a novel, parameter-free PEFT method; (2) a formulation for learning an optimal adaptation subspace for a given task; and (3) extensive experiments on RoBERTa and ViT. LISA matches the performance of LoRA while using fewer trainable parameters and no additional inference-time latency, establishing a new state-of-the-art for parameter-efficient adaptation.",ICLR,deep learning,gemini-2.5-pro,True,9194,The Quest for Winning Tickets in Low-Rank Adapters,"Low-Rank Adaptation (LoRA), a prominent parameter-efficient fine-tuning (PEFT) method, offers an effective strategy for adapting large pre-trained models to specific tasks with minimal computational overhead. LoRA achieves this by introducing low-rank parameter matrices to the frozen pre-trained models. However, despite their efficiency, LoRA and its variants modify all elements of a parameter block, which is unnecessary as LoRA primarily aims to adjust a small set of subspaces that capture task-specific knowledge. Drawing inspiration from the Lottery Ticket Hypothesis (LTH), which posits that dense neural networks contain sparse subnetworks capable of performing similarly to fully-parameterized models, we investigate whether similar sparse subnetworks exist for low-rank adapters. We demonstrate that such subnetworks, often referred to as ""winning tickets"" in the context of LTH, indeed exist for low-rank adapters. We introduce a method to identify this sparse subset of weights for each layer by relating the top subspaces of the pretrained parameter block to the elements of the corresponding weight matrix. This subset is then fine-tuned using LoRA. We show that this sparse subset is not necessarily unique; as long as sparsity is kept within a certain bound defined by the task, random subnetworks with similar sparsity can act as winning tickets. Building on this discovery, we propose a novel approach called Partial-LoRA, which adds sparse low-rank parameters to pre-trained models. Through extensive experiments on 8 vision and 4 language tasks, we demonstrate that Partial-LoRA can reduce trainable parameters by up to 87% while maintaining or even improving model performance in some cases. Our work thus reduces memory needs and theoretically grounds sparse LoRAs.",ICLR.cc/2025/Conference,5.2,False,0.8452,learning intrinsic subspaces lisa peft that operates adding any parameters lisa the hypothesis that adaptation can occur within low dimensional subspace the full parameter space our contributions are parameter free peft formulation for learning optimal adaptation subspace for given task and extensive experiments roberta and vit lisa matches the lora while fewer trainable parameters and additional inference time latency establishing state the art for parameter efficient adaptation,low rank adaptation lora prominent parameter efficient fine tuning peft offers effective strategy for adapting large pre trained models specific tasks minimal computational overhead however despite their efficiency lora and its variants modify all elements parameter block which unnecessary lora primarily aims adjust small set subspaces that capture task specific knowledge drawing inspiration from the lottery ticket hypothesis lth which posits that dense neural networks contain sparse subnetworks capable performing similarly fully parameterized models whether similar sparse subnetworks exist for low rank adapters extensive experiments vision and language tasks that partial lora can reduce trainable parameters while maintaining even improving some cases,2025-08-26T00:48:30.450965
19,Generalization in Deep Learning via the Information Bottleneck in Activation Space,"A central mystery in deep learning is how overparameterized networks, which can easily memorize the training data, still generalize well to unseen examples. We propose a new explanation through the lens of an Information Bottleneck (IB) principle applied not to the weights, but to the network's activations. We argue that stochastic elements in training (e.g., SGD, dropout) act as a noisy channel on the activations, and the network learns to implicitly compress its intermediate representations to be maximally informative about the label while minimizing sensitivity to this noise. This compression forces the network to discard spurious, instance-specific details in favor of robust, generalizable features. Our contributions are: (1) a new theoretical perspective: the Activation Information Bottleneck (AIB) hypothesis for generalization; (2) we derive a measurable quantity, the ""activation compression ratio,"" and show it is highly correlated with test accuracy across different models and training settings; (3) we demonstrate that explicit regularization encouraging lower-information activations can improve generalization. This work reframes the study of generalization away from the weight space and towards the information content of the learned representations themselves.",ICLR,deep learning,gemini-2.5-pro,True,5896,Decoding Generalization from Memorization in Deep Neural Networks,"Overparameterized Deep Neural Networks that generalize well have been key to the dramatic success of Deep Learning in recent years. The reasons for their remarkable ability to generalize are not well understood yet. It has also been known that deep networks possess the ability to memorize training data, as evidenced by perfect or high training accuracies on models trained with corrupted data that have class labels shuffled to varying degrees. Concomitantly, such models are known to generalize poorly, i.e. they suffer from poor test accuracies, due to which it is thought that the act of memorizing substantially degrades the ability to generalize. It has, however, been unclear why the poor generalization that accompanies such memorization, comes about. One possibility is that in the process of training with corrupted data, the layers of the network irretrievably re-organize their representations in a manner that makes generalization difficult. The other possibility is that the network retains significant ability to generalize, but the trained network somehow “chooses” to readout in a manner that is detrimental to generalization. Here, we provide evidence for the latter possibility by demonstrating, empirically, that such models possess information in their representations for substantially improved generalization, even in the face of memorization. Furthermore, such generalization abilities can be easily decoded from the internals of the trained model, and we build a technique to do so from the outputs of specific layers of the network. We demonstrate results on multiple models trained with a number of standard datasets.",ICLR.cc/2025/Conference,3.8,False,0.8615,central mystery deep learning how overparameterized networks which can easily memorize the training data still generalize well unseen examples sgd dropout act noisy channel the activations and the network learns implicitly compress its intermediate representations maximally informative about the label while minimizing sensitivity this noise this compression forces the network discard spurious instance specific details favor robust generalizable features,overparameterized deep neural networks that generalize well have been key the dramatic success deep learning recent years has also been known that deep networks possess the ability memorize training data evidenced perfect high training accuracies models trained corrupted data that have class labels shuffled varying degrees one possibility that the process training corrupted data the layers the network irretrievably organize their representations manner that makes generalization difficult the other possibility that the network retains significant ability generalize but the trained network somehow chooses readout manner that detrimental generalization furthermore such generalization abilities can easily decoded from the internals the trained and build from the outputs specific layers the network,2025-08-26T00:48:30.450971
20,Concept-based Explainability with Differentiable Decision Trees,"Existing explainability methods often produce saliency maps that highlight input features but fail to explain a model's decision in terms of high-level, human-understandable concepts. We introduce Differentiable Concept-based Decision Trees (DCDT), a framework that generates explanations as a sequence of logical decisions based on learned concepts. First, a concept discovery module, trained jointly with the main task model, learns a set of disentangled concept vectors (e.g., ""striped,"" ""wheeled"" for an image classifier). Then, a differentiable decision tree is trained to predict the final output using only these learned concepts as input features. The path through this tree for a given input provides a transparent, logical explanation (e.g., ""IF concept 'wheeled' is present AND concept 'has_engine' is present THEN predict 'car'""). Our contributions are: (1) an end-to-end trainable model that combines deep concept learning with interpretable decision logic; (2) a soft, differentiable decision tree architecture; and (3) qualitative and quantitative evaluations showing DCDT generates more faithful and human-understandable explanations than saliency-based methods, while maintaining competitive performance on the primary task.",ICLR,deep learning,gemini-2.5-pro,True,9726,Decision Rules are in the Pixels: Towards Pixel-level Evaluation of Saliency-based XAI Models,"The intricate and opaque nature of deep neural networks (DNNs) makes it difficult to decipher how they make decisions. Explainable artificial intelligence (XAI) has emerged as a promising remedy to this conundrum. However, verifying the correctness of XAI methods remains challenging, due to the absence of universally accepted ground-truth explanations. In this study, we focus on assessing the correctness of saliency-based XAI models applied to DNN-based image classifiers at the pixel level. The proposed evaluation protocol departs significantly from previous human-centric correctness assessment at the semantically meaningful object part level, which may not correspond to the actual decision rules derived by classifiers. A crucial step in our approach involves introducing a spatially localized shortcut, a form of decision rule that DNN-based classifiers tend to adopt preferentially, without disrupting original image patterns and decision rules therein. After verifying the shortcut as the dominant decision rule, we estimate the Shapley value for each pixel within the shortcut area to generate the ground-truth explanation map, assuming that pixels outside this area have null contributions. We quantitatively evaluate fourteen saliency-based XAI methods for classifiers utilizing convolutional neural networks and vision Transformers, trained on perturbed CIFAR-10, CIFAR-100, and ImageNet datasets, respectively. Comprehensive experimental results show that existing saliency-based XAI models struggle to offer accurate pixel-level attributions, casting doubt on the recent progress in saliency-based XAI.",ICLR.cc/2025/Conference,4.333333333333333,nan,0.8063,our contributions are end end trainable that combines deep concept learning interpretable decision logic soft differentiable decision tree and qualitative and quantitative evaluations showing dcdt generates more faithful and human understandable explanations than saliency based methods while maintaining competitive the primary task,the intricate and opaque nature deep neural networks dnns makes difficult decipher how they make decisions explainable artificial intelligence xai has emerged promising remedy this conundrum quantitatively fourteen saliency based xai methods for classifiers utilizing convolutional neural networks and vision transformers trained perturbed cifar cifar and imagenet datasets respectively,2025-08-26T00:48:30.450979
21,Learning Fair Representations by Calibrating the Eigenspectrum of the Covariance Matrix,"Algorithmic fairness aims to ensure that models do not disproportionately harm specific demographic groups. Many methods achieve fairness by learning representations that are invariant to sensitive attributes, often through adversarial training. We propose a novel, non-adversarial approach to learning fair representations by directly shaping the geometry of the representation space. We observe that in unfair models, the principal components (eigenvectors) of the feature covariance matrix often align with the sensitive attribute. Our method, Spectral Fairness Calibration (SFC), adds a regularization term to the training objective that penalizes this alignment. Specifically, SFC encourages the eigenvectors of the representation covariance matrix to be orthogonal to the direction of sensitive attribute variation. This effectively ""re-calibrates"" the representation space to remove information about the sensitive attribute from its main axes of variation, without needing a complex adversarial min-max game. Our contributions are: (1) a new perspective on fairness through the lens of spectral analysis; (2) the SFC regularizer, a simple and efficient non-adversarial fairness intervention; and (3) empirical results showing that SFC achieves state-of-the-art fairness-accuracy trade-offs on benchmark datasets.",ICLR,deep learning,gemini-2.5-pro,True,5494,Adversarial Latent Feature Augmentation for Fairness,"Achieving fairness in machine learning remains a critical challenge, especially due to the opaque effects of data augmentation on input spaces within nonlinear neural networks. Nevertheless, current approaches that emphasize augmenting latent features, rather than input spaces, offer limited insights into their ability to detect and mitigate bias. In response, we introduce the concept of the ""unfair region"" in the latent space, a subspace that highlights areas where misclassification rates for certain demographic groups are disproportionately high, leading to unfair prediction results. To address this, we propose Adversarial Latent Feature Augmentation (ALFA), a method that leverages adversarial fairness attacks to perturb latent space features, which are then used as data augmentation for fine-tuning. ALFA intentionally shifts latent features into unfair regions, and the last layer of the network is fine-tuned with these perturbed features, leading to a corrected decision boundary that enhances fairness in classification in a cost-effective manner. We present a theoretical framework demonstrating that our adversarial fairness objective reliably generates biased feature perturbations, and that fine-tuning on samples from these unfair regions ensures fairness improvements. Extensive experiments across diverse datasets, modalities, and backbone networks validate that training with these adversarial features significantly enhances fairness while maintaining predictive accuracy in classification tasks.",ICLR.cc/2025/Conference,6.5,True,0.8589,algorithmic fairness aims ensure that models not disproportionately harm specific demographic groups many methods achieve fairness learning representations that are invariant sensitive attributes often adversarial training non adversarial learning fair representations directly shaping the geometry the representation space observe that unfair models the principal components eigenvectors the feature covariance matrix often align the sensitive attribute our spectral fairness calibration sfc adds regularization term the training objective that penalizes this alignment sfc encourages the eigenvectors the representation covariance matrix orthogonal the direction sensitive attribute variation this calibrates the representation space remove information about the sensitive attribute from its main axes variation needing complex adversarial min max game our contributions are perspective fairness the lens spectral analysis the sfc regularizer simple and efficient non adversarial fairness intervention and empirical showing that sfc achieves state the art fairness accuracy trade offs datasets,achieving fairness machine learning remains critical challenge due the opaque effects data augmentation input spaces within nonlinear neural networks response the concept the unfair region the latent space subspace that highlights areas where misclassification rates for certain demographic groups are disproportionately high leading unfair prediction address this adversarial latent feature augmentation alfa that leverages adversarial fairness attacks perturb latent space features which are then used data augmentation for fine tuning alfa intentionally shifts latent features into unfair regions and the last layer the network fine tuned these perturbed features leading corrected decision boundary that enhances fairness classification cost effective manner theoretical demonstrating that our adversarial fairness objective reliably generates biased feature perturbations and that fine tuning samples from these unfair regions ensures fairness improvements extensive experiments across diverse datasets modalities and backbone networks that training these adversarial features enhances fairness while maintaining predictive classification tasks,2025-08-26T00:48:30.450985
22,Training Data Attribution using Functional Gradient Hacking,"Understanding which training examples are most responsible for a model's prediction is crucial for debugging, fairness, and identifying dataset biases. Existing data attribution methods are often computationally expensive or rely on strong simplifying assumptions. We introduce Functional Gradient Hacking (FGH), a fast and accurate method for training data attribution. FGH is based on the insight that the influence of a training point can be approximated by measuring how much that point's functional gradient (the gradient of the loss with respect to the model's output logits) aligns with the direction of a parameter update designed to ""hack"" or change a specific test prediction. By framing attribution as a functional projection problem, we avoid the need to compute expensive inverse Hessian-vector products. Our contributions are: (1) a new, theoretically-grounded framework for data attribution; (2) the FGH algorithm, which is orders of magnitude faster than influence functions; and (3) extensive experiments demonstrating that FGH provides more faithful attributions for complex models like Transformers compared to prior art, successfully identifying mislabeled examples and sources of bias.",ICLR,deep learning,gemini-2.5-pro,True,7033,Dynamic Influence Tracker: Estimating Sample Influence in SGD-Trained Models across Arbitrary Time Windows,"Understanding how training samples affect models improves model interpretability, optimization strategies, and anomaly detection. However, existing methods for estimating sample influence provide only static assessments, rely on restrictive assumptions, and require high computational costs. 
	We propose Dynamic Influence Tracker (DIT), a novel method to estimate time-varying sample influence in models trained with Stochastic Gradient Descent (SGD). DIT enables fine-grained analysis of sample influence within arbitrary time windows during training through a two-phase algorithm. The training phase efficiently captures and stores necessary information about the SGD trajectory, while the inference phase computes the influence of samples on the model within a specified time window. We provide a theoretical error bound for our estimator without assuming convexity, showing its reliability across various learning scenarios. Our experimental results reveal the evolution of sample influence throughout the training process, enhancing understanding of learning dynamics. We show DIT's effectiveness in improving model performance through anomalous sample detection and its potential for advancing curriculum learning.",ICLR.cc/2025/Conference,5.0,False,0.8120,understanding which training examples are most responsible for model prediction crucial for debugging fairness and identifying biases fgh the insight that the influence training point can approximated measuring how much that point functional gradient the gradient the loss respect the model output logits aligns the direction parameter update designed hack change specific prediction,understanding how training samples affect models improves interpretability optimization strategies and anomaly detection provide theoretical error bound for our estimator assuming convexity showing its reliability across various learning scenarios our experimental reveal the evolution sample influence throughout the training process enhancing understanding learning dynamics dit effectiveness improving anomalous sample detection and its potential for advancing curriculum learning,2025-08-26T00:48:30.450994
23,Physics-Informed Neural Radiance Fields for Dynamic Scenes,"Neural Radiance Fields (NeRF) have revolutionized novel view synthesis for static scenes, but modeling dynamic, moving scenes remains a major challenge. We introduce Physics-Informed NeRF (PI-NeRF), a framework that integrates principles of classical mechanics directly into the representation of dynamic scenes. Instead of learning a simple deformation field, PI-NeRF models a scene as a collection of particles, each with a position, radiance, and density, governed by a learnable Neural Potential Energy Function. A Hamiltonian dynamics solver, implemented as a differentiable layer, evolves the state of these particles through time. This physics-based parameterization provides a strong inductive bias for realistic motion, allowing the model to generalize to unseen time steps and produce physically plausible interpolations. Our contributions are: (1) a novel representation for dynamic scenes grounded in Hamiltonian mechanics; (2) the integration of a differentiable physics solver into the NeRF framework; and (3) state-of-the-art results on novel view and novel time synthesis for complex, non-rigidly deforming scenes, demonstrating significantly improved temporal coherence and physical plausibility compared to existing dynamic NeRF models.",ICLR,deep learning,gemini-2.5-pro,True,10977,NeuGen: Amplifying the ‘Neural’ in Neural Radiance Fields for Domain Generalization,"Neural Radiance Fields (NeRF) have significantly advanced the field of novel view synthesis, yet their generalization across diverse scenes and conditions remains challenging. Addressing this, we propose the integration of a novel brain-inspired normalization technique Neural Generalization (NeuGen) into leading NeRF architectures which include MVSNeRF and GeoNeRF. NeuGen extracts domain-invariant features, thereby enhancing the models' generalization capabilities. It can be seamlessly integrated into NeRF architectures, capable of initiating training from scratch or fine-tuning pre-trained models, which cultivates a comprehensive feature set that significantly improves accuracy and robustness in image rendering. Through this integration, NeuGen shows benchmarking performance on diverse datasets across state-of-the-art NeRF architectures, enabling them to generalize better across varied scenes. Our comprehensive evaluations, both quantitative and qualitative, confirm that our approach not only surpasses existing models in generalizability but also markedly improves rendering quality. Our work exemplifies the potential of merging neuroscientific principles with deep learning frameworks, setting a new precedent for enhanced generalizability and efficiency in novel view synthesis. A demo of our study is available at https://neugennerf.github.io.",ICLR.cc/2025/Conference,4.5,False,0.8827,neural radiance fields nerf have revolutionized view synthesis for static scenes but modeling dynamic moving scenes remains major challenge physics informed nerf nerf that integrates principles classical mechanics directly into the representation dynamic scenes instead learning simple deformation field nerf models scene collection particles each position radiance and density governed learnable neural potential energy function our contributions are representation for dynamic scenes grounded hamiltonian mechanics the integration differentiable physics solver into the nerf and state the art view and time synthesis for complex non rigidly deforming scenes demonstrating improved temporal coherence and physical plausibility compared existing dynamic nerf models,neural radiance fields nerf have advanced the field view synthesis yet their generalization across diverse scenes and conditions remains challenging addressing this the integration brain inspired normalization neural generalization neugen into leading nerf architectures which include mvsnerf and geonerf can seamlessly integrated into nerf architectures capable initiating training from scratch fine tuning pre trained models which cultivates comprehensive feature set that improves and robustness image rendering our exemplifies the potential merging neuroscientific principles deep learning frameworks setting precedent for enhanced generalizability and efficiency view synthesis,2025-08-26T00:48:30.450997
24,Equivariant Subgraph Neural Networks,"Graph Neural Networks (GNNs) typically operate on the node and edge level, struggling to capture higher-order structural motifs or subgraph patterns that are crucial for many graph-based tasks, such as molecular property prediction. We propose Equivariant Subgraph Neural Networks (ESNNs), a new class of GNNs that learn representations of subgraphs while respecting the symmetries of the graph. ESNNs first extract a basis set of computationally feasible subgraphs (e.g., all 3- and 4-node motifs) around each node. A neural network, designed to be equivariant to the permutation of nodes within each subgraph, then learns a representation for each subgraph instance. Finally, a permutation-invariant pooling layer aggregates these subgraph representations to produce the final node or graph embedding. Our contributions are: (1) a principled framework for incorporating subgraph information into GNNs; (2) a novel equivariant architecture for learning from sets of subgraphs; and (3) state-of-the-art results on several graph classification and regression benchmarks where higher-order structure is paramount. ESNNs provide a more powerful tool for learning from graphs by explicitly modeling representations at the subgraph level.",ICLR,deep learning,gemini-2.5-pro,True,6374,Improving Graph Neural Networks with Heterophily-based Filtration and Filtration Learning,"Graph neural networks (GNNs) are a powerful method of learning representations of graph-structured data. While they excel at learning class-discriminative representations of nodes in homophilous graphs, where connecting nodes tend to belong to the same class, many GNNs struggle with heterophilous graphs whose inter-class connections can muddy the message passing.  Inspired by this finding, we propose a topological filtration scheme, treating graphs as 1-dimensional simplicial complexes N  with a filter function based on estimated edge heterophily, and introduce two methodologies that use a backbone GNN to learn from the resulting graph filtration. The first trains a GNN on each graph in the filtration sequence consecutively for a portion of the total training time, using embeddings from previous graphs to initialize node embeddings in subsequent graphs. The second approach uses a novel message passing scheme to pass messages jointly within each and between graph levels in the filtration sequence with common nodes. Both methods enhance the influence of early birth adjacent nodes in homophilous subgraphs, yet allow for the model to learn from the full range of heterophilous and homophilous connections in the graph. We further extend our approach to learn a graph filtration sequence of graphs through a learnable node filter function. Experiments show that our heterophily-filtered GNNs achieve superior node classification accuracy on heterophilous and homophilous networks alike.",ICLR.cc/2025/Conference,2.0,nan,0.8785,graph neural networks gnns operate the node and edge level struggling capture higher order structural motifs subgraph patterns that are crucial for many graph based tasks such molecular property prediction equivariant subgraph neural networks esnns class gnns that learn representations subgraphs while respecting the symmetries the graph neural network designed equivariant the permutation nodes within each subgraph then learns representation for each subgraph instance finally permutation invariant pooling layer aggregates these subgraph representations produce the final node graph embedding our contributions are principled for incorporating subgraph information into gnns equivariant for learning from sets subgraphs and state the art several graph classification and regression benchmarks where higher order structure paramount esnns provide more powerful tool for learning from graphs explicitly modeling representations the subgraph level,graph neural networks gnns are powerful learning representations graph structured data while they excel learning class discriminative representations nodes homophilous graphs where connecting nodes tend belong the same class many gnns struggle heterophilous graphs whose inter class connections can muddy the message passing experiments that our heterophily filtered gnns achieve superior node classification heterophilous and homophilous networks alike,2025-08-26T00:48:30.451004
25,Hyper-Riemannian Optimization: Learning Intrinsic Gradient Geometries for Faster Convergence,"Standard deep learning optimizers like Adam operate under a fixed, often Euclidean, geometric assumption, which is misaligned with the complex, curved loss landscapes of neural networks. This mismatch can slow convergence and lead to suboptimal solutions. We introduce Hyper-Riemannian Optimization (HRO), a novel method that dynamically learns the local geometry of the loss surface. HRO employs a small hypernetwork that predicts a low-rank Riemannian metric tensor conditioned on the current model parameters. This allows for efficient, on-the-fly computation of the natural gradient, guiding updates along the path of steepest descent on the underlying statistical manifold. Our core contributions are: (1) a framework for learning task-specific, dynamic Riemannian metrics for optimization; (2) a computationally efficient implementation using low-rank approximations; and (3) theoretical analysis connecting our approach to second-order methods. Empirically, HRO demonstrates significantly faster convergence and achieves superior final performance compared to AdamW and other state-of-the-art optimizers on large-scale Transformer language models and vision transformers on ImageNet. Our work opens a new direction in optimization by treating the geometry of the loss landscape as a learnable component of the training process.",ICLR,deep learning,gemini-2.5-pro,True,1005,Optimizing Learning for Robust Hyperbolic Deep Learning in Computer Vision,"Hyperbolic deep learning has become a growing research direction in computer vision for the unique properties afforded by the alternate embedding space. The negative curvature and exponentially growing distance metric provide a natural framework for capturing hierarchical relationships between datapoints and allowing for finer separability between their embeddings. However, these methods are still computationally expensive and prone to instability, especially when attempting to learn the negative curvature that best suits the task and the  data. Current Riemannian optimizers do not account for changes in the manifold which greatly harms performance and forces lower learning rates to minimize projection errors. Our paper focuses on improving stability for curvature learning by introducing an improved schema for popular learning algorithms and providing a novel normalization approach to constrain embeddings within the variable representative radius of the manifold. Additionally, we introduce a novel formulation for Riemannian AdamW, and alternative hybrid encoder techniques and foundational formulations for current convolutional hyperbolic operations, greatly reducing the computational penalty of the hyperbolic embedding space. Our approach demonstrates consistent performance improvements across direct classification, generation, and hierarchical metric learning tasks while allowing for larger hyperbolic models.",ICLR.cc/2025/Conference,4.4,False,0.8668,standard deep learning optimizers like adam operate under fixed often euclidean geometric assumption which misaligned the complex curved loss landscapes neural networks hyper riemannian optimization hro that dynamically learns the local geometry the loss surface our core contributions are for learning task specific dynamic riemannian metrics for optimization computationally efficient implementation low rank approximations and theoretical analysis connecting our second order methods empirically hro demonstrates faster convergence and achieves superior final compared adamw and other state the art optimizers large scale transformer language models and vision transformers imagenet our opens direction optimization treating the geometry the loss landscape learnable component the training process,hyperbolic deep learning has become growing direction computer vision for the unique properties afforded the alternate embedding space current riemannian optimizers not account for changes the manifold which greatly harms and forces lower learning rates minimize projection errors our focuses improving stability for curvature learning introducing improved schema for popular learning algorithms and providing normalization constrain embeddings within the variable representative radius the manifold additionally formulation for riemannian adamw and alternative hybrid encoder techniques and foundational formulations for current convolutional hyperbolic operations greatly reducing the computational penalty the hyperbolic embedding space our demonstrates consistent improvements across direct classification generation and hierarchical learning tasks while allowing for larger hyperbolic models,2025-08-26T00:48:30.451006
26,Latent Trajectory Models: Denoising in a Learned Subspace for Accelerated Generative Diffusion,"Denoising diffusion models have achieved state-of-the-art results in generative modeling but suffer from slow sampling speeds due to the necessity of performing thousands of iterative steps in a high-dimensional data space. We propose Latent Trajectory Models (LTMs), a new class of generative models that significantly accelerate sampling by performing the diffusion process in a compressed, structured latent space. An autoencoder first maps data into a low-dimensional manifold. The diffusion process then operates entirely within this space, where a novel denoising network is trained to predict not just the next step, but the entire future trajectory of the denoising process, effectively reducing the required number of sampling steps. Our key contributions are: (1) a framework for performing diffusion in a learned latent space, decoupling generative complexity from data dimensionality; (2) a trajectory-aware denoising architecture that learns the dynamics of the reverse process; and (3) a stable training objective for the joint autoencoder-diffusion system. LTMs achieve sample quality comparable to traditional diffusion models on datasets like CelebA-HQ and LSUN, while requiring 10-20x fewer sampling steps, making high-fidelity generative modeling more practical for real-world applications.",ICLR,deep learning,gemini-2.5-pro,True,11065,Decouple-Then-Merge: Towards Better Training for Diffusion Models,"Diffusion models are trained by learning a sequence of models that reverse each step of noise corruption. Typically, the model parameters are fully shared across multiple timesteps to enhance training efficiency. However, since the denoising tasks differ at each timestep, the gradients computed at different timesteps may conflict, potentially degrading the overall performance of image generation. To solve this issue, this work proposes a $\textbf{De}$couple-then-$\textbf{Me}$rge ($\textbf{DeMe}$) framework, which begins with a pretrained model and finetunes separate models tailored to specific timesteps. We introduce several improved techniques during the finetuning stage to promote effective knowledge sharing while minimizing training interference across timesteps. Finally, after finetuning, these separate models can be merged into a single model in the parameter space, ensuring efficient and practical inference. Experimental results show significant generation quality improvements upon 6 benchmarks including Stable Diffusion on COCO30K, ImageNet1K, PartiPrompts, and DDPM on LSUN Church, LSUN Bedroom, and CIFAR10. Code is included in the supplementary material and will be released on Github.",ICLR.cc/2025/Conference,4.2,nan,0.8456,the diffusion process then operates entirely within this space where denoising network trained predict not just the next step but the entire future trajectory the denoising process reducing the required number sampling steps,diffusion models are trained learning sequence models that reverse each step noise corruption however since the denoising tasks differ each timestep the gradients computed different timesteps may conflict potentially degrading the overall image generation several improved techniques during the finetuning stage promote effective knowledge sharing while minimizing training interference across timesteps experimental significant generation quality improvements upon benchmarks including stable diffusion coco30k imagenet1k partiprompts and ddpm lsun church lsun bedroom and cifar10,2025-08-26T00:48:30.451007
27,Beyond Flatness: Generalization is Governed by the Curvature-Dimension Spectrum of the Loss Landscape,"The prevailing belief that ""flat"" minima generalize well offers a useful heuristic but lacks a precise, quantitative foundation that can explain complex phenomena in deep learning. We argue that a single scalar value for flatness is insufficient. This paper introduces the Curvature-Dimension Spectrum (CDS), a new theoretical framework for understanding generalization. We posit that generalization is determined not by the average curvature, but by the entire eigenvalue distribution of the Hessian at the solution, which characterizes the ""effective dimensionality"" of the function space accessible to the model. Using tools from random matrix theory, we analyze the CDS and derive a novel PAC-Bayes generalization bound that explicitly depends on the spectral decay rate. Our contributions include: (1) the formalization of the CDS as a more descriptive alternative to sharpness; (2) a new generalization bound that leverages this spectral information; and (3) extensive empirical validation. We show that the CDS accurately predicts test error across various architectures, optimizers, and regularization schemes, successfully explaining cases where sharpness-based measures fail. This work provides a more nuanced and powerful lens for analyzing the mechanisms of generalization in deep neural networks.",ICLR,deep learning,gemini-2.5-pro,True,189,Leveraging Flatness to Improve Information-Theoretic Generalization Bounds for SGD,"Information-theoretic (IT) generalization bounds have been used to study the generalization of learning algorithms. These bounds are intrinsically data- and algorithm-dependent so that one can exploit the properties of data and algorithm to derive tighter bounds. However, we observe that although the flatness bias is crucial for SGD’s generalization, these bounds fail to capture the improved generalization under better flatness and are also numerically loose. This is caused by the inadequate leverage of SGD's flatness bias in existing IT bounds. This paper derives a more flatness-leveraging IT bound for the flatness-favoring SGD. The bound indicates the learned models generalize better if the large-variance directions of the final weight covariance have small local curvatures in the loss landscape. Experiments on deep neural networks show our bound not only correctly reflects the better generalization when flatness is improved, but is also numerically much tighter. This is achieved by a flexible technique called ""omniscient trajectory"". When applied to Gradient Descent’s minimax excess risk on convex-Lipschitz-Bounded problems, it improves representative IT bounds’ $\Omega(1)$ rates to $O(1/\sqrt{n})$. It also implies a by-pass of memorization-generalization trade-offs. Codes are available at [https://github.com/peng-ze/omniscient-bounds](https://github.com/peng-ze/omniscient-bounds).",ICLR.cc/2025/Conference,7.0,True,0.8261,the prevailing belief that flat minima generalize well offers useful heuristic but lacks precise quantitative foundation that can explain complex phenomena deep learning this provides more nuanced and powerful lens for analyzing the mechanisms generalization deep neural networks,information theoretic generalization bounds have been used the generalization learning algorithms experiments deep neural networks our bound not only correctly reflects the better generalization when flatness improved but also numerically much tighter,2025-08-26T00:48:30.451009
